time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,spiromesifen,deltamethrin,triazophos,tralomethrin,flupyradifurone,Psurv
0,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
4,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
24,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
48,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
72,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
96,1,r_f1_3,20,μg/L,M-016614-01-1,spiromesifen,80,18.6,0,0,0,0,1
0,1,r_f1_6,20,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,1
4,1,r_f1_6,20,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,1
24,1,r_f1_6,20,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,1
48,1,r_f1_6,19,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,0.95
72,1,r_f1_6,6,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,0.3
96,1,r_f1_6,0,μg/L,M-016614-01-1,spiromesifen,640,148,0,0,0,0,0
0,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
4,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
24,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
48,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
72,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
96,1,r_f1_5,20,μg/L,M-016614-01-1,spiromesifen,320,74.2,0,0,0,0,1
0,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
4,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
24,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
48,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
72,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
96,1,r_f1_1,20,μg/L,M-016614-01-1,spiromesifen,0,0,0,0,0,0,1
0,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
4,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
24,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
48,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
72,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
96,1,r_f1_2,20,μg/L,M-016614-01-1,spiromesifen,40,9.28,0,0,0,0,1
0,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
4,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
24,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
48,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
72,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
96,1,r_f1_4,20,μg/L,M-016614-01-1,spiromesifen,160,37.1,0,0,0,0,1
0,2,r_f2_2,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
24,2,r_f2_2,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
48,2,r_f2_2,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
72,2,r_f2_2,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
96,2,r_f2_2,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
0,2,r_f2_4,20,μg/L,M-041144-01-1,spiromesifen,8.96,8.64,0,0,0,0,1
24,2,r_f2_4,20,μg/L,M-041144-01-1,spiromesifen,8.96,8.64,0,0,0,0,1
48,2,r_f2_4,20,μg/L,M-041144-01-1,spiromesifen,8.96,8.64,0,0,0,0,1
72,2,r_f2_4,20,μg/L,M-041144-01-1,spiromesifen,8.96,8.64,0,0,0,0,1
96,2,r_f2_4,20,μg/L,M-041144-01-1,spiromesifen,8.96,8.64,0,0,0,0,1
0,2,r_f2_7,20,μg/L,M-041144-01-1,spiromesifen,41.5,40,0,0,0,0,1
24,2,r_f2_7,20,μg/L,M-041144-01-1,spiromesifen,41.5,40,0,0,0,0,1
48,2,r_f2_7,13,μg/L,M-041144-01-1,spiromesifen,41.5,40,0,0,0,0,0.65
72,2,r_f2_7,1,μg/L,M-041144-01-1,spiromesifen,41.5,40,0,0,0,0,0.05
96,2,r_f2_7,0,μg/L,M-041144-01-1,spiromesifen,41.5,40,0,0,0,0,0
0,2,r_f2_5,20,μg/L,M-041144-01-1,spiromesifen,14.9,14.4,0,0,0,0,1
24,2,r_f2_5,20,μg/L,M-041144-01-1,spiromesifen,14.9,14.4,0,0,0,0,1
48,2,r_f2_5,20,μg/L,M-041144-01-1,spiromesifen,14.9,14.4,0,0,0,0,1
72,2,r_f2_5,19,μg/L,M-041144-01-1,spiromesifen,14.9,14.4,0,0,0,0,0.95
96,2,r_f2_5,16,μg/L,M-041144-01-1,spiromesifen,14.9,14.4,0,0,0,0,0.8
0,2,r_f2_1,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
24,2,r_f2_1,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
48,2,r_f2_1,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
72,2,r_f2_1,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
96,2,r_f2_1,20,μg/L,M-041144-01-1,spiromesifen,0,0,0,0,0,0,1
0,2,r_f2_6,20,μg/L,M-041144-01-1,spiromesifen,24.9,24,0,0,0,0,1
24,2,r_f2_6,20,μg/L,M-041144-01-1,spiromesifen,24.9,24,0,0,0,0,1
48,2,r_f2_6,20,μg/L,M-041144-01-1,spiromesifen,24.9,24,0,0,0,0,1
72,2,r_f2_6,15,μg/L,M-041144-01-1,spiromesifen,24.9,24,0,0,0,0,0.75
96,2,r_f2_6,4,μg/L,M-041144-01-1,spiromesifen,24.9,24,0,0,0,0,0.2
0,2,r_f2_3,20,μg/L,M-041144-01-1,spiromesifen,5.37,5.18,0,0,0,0,1
24,2,r_f2_3,20,μg/L,M-041144-01-1,spiromesifen,5.37,5.18,0,0,0,0,1
48,2,r_f2_3,20,μg/L,M-041144-01-1,spiromesifen,5.37,5.18,0,0,0,0,1
72,2,r_f2_3,20,μg/L,M-041144-01-1,spiromesifen,5.37,5.18,0,0,0,0,1
96,2,r_f2_3,20,μg/L,M-041144-01-1,spiromesifen,5.37,5.18,0,0,0,0,1
0,3,r_f3_3,10,μg/L,M-083062-01-1,deltamethrin,0.1,0,0.1,0,0,0,1
24,3,r_f3_3,10,μg/L,M-083062-01-1,deltamethrin,0.1,0,0.1,0,0,0,1
48,3,r_f3_3,10,μg/L,M-083062-01-1,deltamethrin,0.1,0,0.1,0,0,0,1
72,3,r_f3_3,10,μg/L,M-083062-01-1,deltamethrin,0.1,0,0.1,0,0,0,1
96,3,r_f3_3,10,μg/L,M-083062-01-1,deltamethrin,0.1,0,0.1,0,0,0,1
0,3,r_f3_8,10,μg/L,M-083062-01-1,deltamethrin,0.428,0,0.42,0,0,0,1
24,3,r_f3_8,9,μg/L,M-083062-01-1,deltamethrin,0.428,0,0.42,0,0,0,0.9
48,3,r_f3_8,7,μg/L,M-083062-01-1,deltamethrin,0.428,0,0.42,0,0,0,0.7
72,3,r_f3_8,5,μg/L,M-083062-01-1,deltamethrin,0.428,0,0.42,0,0,0,0.5
96,3,r_f3_8,5,μg/L,M-083062-01-1,deltamethrin,0.428,0,0.42,0,0,0,0.5
0,3,r_f3_2,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
24,3,r_f3_2,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
48,3,r_f3_2,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
72,3,r_f3_2,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
96,3,r_f3_2,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
0,3,r_f3_9,10,μg/L,M-083062-01-1,deltamethrin,0.571,0,0.5599999999999999,0,0,0,1
24,3,r_f3_9,10,μg/L,M-083062-01-1,deltamethrin,0.571,0,0.5599999999999999,0,0,0,1
48,3,r_f3_9,6,μg/L,M-083062-01-1,deltamethrin,0.571,0,0.5599999999999999,0,0,0,0.6
72,3,r_f3_9,4,μg/L,M-083062-01-1,deltamethrin,0.571,0,0.5599999999999999,0,0,0,0.4
96,3,r_f3_9,3,μg/L,M-083062-01-1,deltamethrin,0.571,0,0.5599999999999999,0,0,0,0.3
0,3,r_f3_7,10,μg/L,M-083062-01-1,deltamethrin,0.326,0,0.32,0,0,0,1
24,3,r_f3_7,10,μg/L,M-083062-01-1,deltamethrin,0.326,0,0.32,0,0,0,1
48,3,r_f3_7,9,μg/L,M-083062-01-1,deltamethrin,0.326,0,0.32,0,0,0,0.9
72,3,r_f3_7,9,μg/L,M-083062-01-1,deltamethrin,0.326,0,0.32,0,0,0,0.9
96,3,r_f3_7,9,μg/L,M-083062-01-1,deltamethrin,0.326,0,0.32,0,0,0,0.9
0,3,r_f3_10,10,μg/L,M-083062-01-1,deltamethrin,0.7649999999999999,0,0.75,0,0,0,1
24,3,r_f3_10,4,μg/L,M-083062-01-1,deltamethrin,0.7649999999999999,0,0.75,0,0,0,0.4
48,3,r_f3_10,1,μg/L,M-083062-01-1,deltamethrin,0.7649999999999999,0,0.75,0,0,0,0.1
72,3,r_f3_10,0,μg/L,M-083062-01-1,deltamethrin,0.7649999999999999,0,0.75,0,0,0,0
96,3,r_f3_10,0,μg/L,M-083062-01-1,deltamethrin,0.7649999999999999,0,0.75,0,0,0,0
0,3,r_f3_4,10,μg/L,M-083062-01-1,deltamethrin,0.13699999999999998,0,0.135,0,0,0,1
24,3,r_f3_4,10,μg/L,M-083062-01-1,deltamethrin,0.13699999999999998,0,0.135,0,0,0,1
48,3,r_f3_4,10,μg/L,M-083062-01-1,deltamethrin,0.13699999999999998,0,0.135,0,0,0,1
72,3,r_f3_4,10,μg/L,M-083062-01-1,deltamethrin,0.13699999999999998,0,0.135,0,0,0,1
96,3,r_f3_4,10,μg/L,M-083062-01-1,deltamethrin,0.13699999999999998,0,0.135,0,0,0,1
0,3,r_f3_6,10,μg/L,M-083062-01-1,deltamethrin,0.245,0,0.24,0,0,0,1
24,3,r_f3_6,9,μg/L,M-083062-01-1,deltamethrin,0.245,0,0.24,0,0,0,0.9
48,3,r_f3_6,7,μg/L,M-083062-01-1,deltamethrin,0.245,0,0.24,0,0,0,0.7
72,3,r_f3_6,7,μg/L,M-083062-01-1,deltamethrin,0.245,0,0.24,0,0,0,0.7
96,3,r_f3_6,6,μg/L,M-083062-01-1,deltamethrin,0.245,0,0.24,0,0,0,0.6
0,3,r_f3_1,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
24,3,r_f3_1,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
48,3,r_f3_1,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
72,3,r_f3_1,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
96,3,r_f3_1,10,μg/L,M-083062-01-1,deltamethrin,0,0,0,0,0,0,1
0,3,r_f3_5,10,μg/L,M-083062-01-1,deltamethrin,0.183,0,0.18000000000000002,0,0,0,1
24,3,r_f3_5,10,μg/L,M-083062-01-1,deltamethrin,0.183,0,0.18000000000000002,0,0,0,1
48,3,r_f3_5,10,μg/L,M-083062-01-1,deltamethrin,0.183,0,0.18000000000000002,0,0,0,1
72,3,r_f3_5,9,μg/L,M-083062-01-1,deltamethrin,0.183,0,0.18000000000000002,0,0,0,0.9
96,3,r_f3_5,9,μg/L,M-083062-01-1,deltamethrin,0.183,0,0.18000000000000002,0,0,0,0.9
0,3,r_f3_11,10,μg/L,M-083062-01-1,deltamethrin,1.02,0,1,0,0,0,1
24,3,r_f3_11,0,μg/L,M-083062-01-1,deltamethrin,1.02,0,1,0,0,0,0
48,3,r_f3_11,0,μg/L,M-083062-01-1,deltamethrin,1.02,0,1,0,0,0,0
72,3,r_f3_11,0,μg/L,M-083062-01-1,deltamethrin,1.02,0,1,0,0,0,0
96,3,r_f3_11,0,μg/L,M-083062-01-1,deltamethrin,1.02,0,1,0,0,0,0
0,4,r_f4_7,10,μg/L,M-083072-01-1,deltamethrin,0.1,0,2.5,0,0,0,1
24,4,r_f4_7,3,μg/L,M-083072-01-1,deltamethrin,0.1,0,2.5,0,0,0,0.3
48,4,r_f4_7,0,μg/L,M-083072-01-1,deltamethrin,0.1,0,2.5,0,0,0,0
72,4,r_f4_7,0,μg/L,M-083072-01-1,deltamethrin,0.1,0,2.5,0,0,0,0
96,4,r_f4_7,0,μg/L,M-083072-01-1,deltamethrin,0.1,0,2.5,0,0,0,0
0,4,r_f4_10,10,μg/L,M-083072-01-1,deltamethrin,0.32,0,8,0,0,0,1
24,4,r_f4_10,0,μg/L,M-083072-01-1,deltamethrin,0.32,0,8,0,0,0,0
48,4,r_f4_10,0,μg/L,M-083072-01-1,deltamethrin,0.32,0,8,0,0,0,0
72,4,r_f4_10,0,μg/L,M-083072-01-1,deltamethrin,0.32,0,8,0,0,0,0
96,4,r_f4_10,0,μg/L,M-083072-01-1,deltamethrin,0.32,0,8,0,0,0,0
0,4,r_f4_3,10,μg/L,M-083072-01-1,deltamethrin,0.032,0,0.8,0,0,0,1
24,4,r_f4_3,10,μg/L,M-083072-01-1,deltamethrin,0.032,0,0.8,0,0,0,1
48,4,r_f4_3,10,μg/L,M-083072-01-1,deltamethrin,0.032,0,0.8,0,0,0,1
72,4,r_f4_3,9,μg/L,M-083072-01-1,deltamethrin,0.032,0,0.8,0,0,0,0.9
96,4,r_f4_3,9,μg/L,M-083072-01-1,deltamethrin,0.032,0,0.8,0,0,0,0.9
0,4,r_f4_2,10,μg/L,M-083072-01-1,deltamethrin,0.024,0,0.6,0,0,0,1
24,4,r_f4_2,10,μg/L,M-083072-01-1,deltamethrin,0.024,0,0.6,0,0,0,1
48,4,r_f4_2,10,μg/L,M-083072-01-1,deltamethrin,0.024,0,0.6,0,0,0,1
72,4,r_f4_2,10,μg/L,M-083072-01-1,deltamethrin,0.024,0,0.6,0,0,0,1
96,4,r_f4_2,10,μg/L,M-083072-01-1,deltamethrin,0.024,0,0.6,0,0,0,1
0,4,r_f4_4,10,μg/L,M-083072-01-1,deltamethrin,0.042,0,1.05,0,0,0,1
24,4,r_f4_4,7,μg/L,M-083072-01-1,deltamethrin,0.042,0,1.05,0,0,0,0.7
48,4,r_f4_4,7,μg/L,M-083072-01-1,deltamethrin,0.042,0,1.05,0,0,0,0.7
72,4,r_f4_4,6,μg/L,M-083072-01-1,deltamethrin,0.042,0,1.05,0,0,0,0.6
96,4,r_f4_4,4,μg/L,M-083072-01-1,deltamethrin,0.042,0,1.05,0,0,0,0.4
0,4,r_f4_6,10,μg/L,M-083072-01-1,deltamethrin,0.075,0,1.875,0,0,0,1
24,4,r_f4_6,6,μg/L,M-083072-01-1,deltamethrin,0.075,0,1.875,0,0,0,0.6
48,4,r_f4_6,3,μg/L,M-083072-01-1,deltamethrin,0.075,0,1.875,0,0,0,0.3
72,4,r_f4_6,2,μg/L,M-083072-01-1,deltamethrin,0.075,0,1.875,0,0,0,0.2
96,4,r_f4_6,2,μg/L,M-083072-01-1,deltamethrin,0.075,0,1.875,0,0,0,0.2
0,4,r_f4_9,10,μg/L,M-083072-01-1,deltamethrin,0.18,0,4.5,0,0,0,1
24,4,r_f4_9,0,μg/L,M-083072-01-1,deltamethrin,0.18,0,4.5,0,0,0,0
48,4,r_f4_9,0,μg/L,M-083072-01-1,deltamethrin,0.18,0,4.5,0,0,0,0
72,4,r_f4_9,0,μg/L,M-083072-01-1,deltamethrin,0.18,0,4.5,0,0,0,0
96,4,r_f4_9,0,μg/L,M-083072-01-1,deltamethrin,0.18,0,4.5,0,0,0,0
0,4,r_f4_8,10,μg/L,M-083072-01-1,deltamethrin,0.135,0,3.375,0,0,0,1
24,4,r_f4_8,0,μg/L,M-083072-01-1,deltamethrin,0.135,0,3.375,0,0,0,0
48,4,r_f4_8,0,μg/L,M-083072-01-1,deltamethrin,0.135,0,3.375,0,0,0,0
72,4,r_f4_8,0,μg/L,M-083072-01-1,deltamethrin,0.135,0,3.375,0,0,0,0
96,4,r_f4_8,0,μg/L,M-083072-01-1,deltamethrin,0.135,0,3.375,0,0,0,0
0,4,r_f4_1,20,μg/L,M-083072-01-1,deltamethrin,0,0,0,0,0,0,1
24,4,r_f4_1,20,μg/L,M-083072-01-1,deltamethrin,0,0,0,0,0,0,1
48,4,r_f4_1,20,μg/L,M-083072-01-1,deltamethrin,0,0,0,0,0,0,1
72,4,r_f4_1,20,μg/L,M-083072-01-1,deltamethrin,0,0,0,0,0,0,1
96,4,r_f4_1,20,μg/L,M-083072-01-1,deltamethrin,0,0,0,0,0,0,1
0,4,r_f4_5,10,μg/L,M-083072-01-1,deltamethrin,0.056,0,1.4,0,0,0,1
24,4,r_f4_5,9,μg/L,M-083072-01-1,deltamethrin,0.056,0,1.4,0,0,0,0.9
48,4,r_f4_5,7,μg/L,M-083072-01-1,deltamethrin,0.056,0,1.4,0,0,0,0.7
72,4,r_f4_5,5,μg/L,M-083072-01-1,deltamethrin,0.056,0,1.4,0,0,0,0.5
96,4,r_f4_5,4,μg/L,M-083072-01-1,deltamethrin,0.056,0,1.4,0,0,0,0.4
0,5,r_f5_8,10,μg/L,M-125212-01-1,triazophos,0.1,0,0,40.4,0,0,1
24,5,r_f5_8,1,μg/L,M-125212-01-1,triazophos,0.1,0,0,40.4,0,0,0.1
48,5,r_f5_8,0,μg/L,M-125212-01-1,triazophos,0.1,0,0,40.4,0,0,0
72,5,r_f5_8,0,μg/L,M-125212-01-1,triazophos,0.1,0,0,40.4,0,0,0
96,5,r_f5_8,0,μg/L,M-125212-01-1,triazophos,0.1,0,0,40.4,0,0,0
0,5,r_f5_1,10,μg/L,M-125212-01-1,triazophos,0,0,0,0,0,0,1
24,5,r_f5_1,10,μg/L,M-125212-01-1,triazophos,0,0,0,0,0,0,1
48,5,r_f5_1,10,μg/L,M-125212-01-1,triazophos,0,0,0,0,0,0,1
72,5,r_f5_1,10,μg/L,M-125212-01-1,triazophos,0,0,0,0,0,0,1
96,5,r_f5_1,10,μg/L,M-125212-01-1,triazophos,0,0,0,0,0,0,1
0,5,r_f5_6,10,μg/L,M-125212-01-1,triazophos,0.032,0,0,12.9,0,0,1
24,5,r_f5_6,10,μg/L,M-125212-01-1,triazophos,0.032,0,0,12.9,0,0,1
48,5,r_f5_6,10,μg/L,M-125212-01-1,triazophos,0.032,0,0,12.9,0,0,1
72,5,r_f5_6,10,μg/L,M-125212-01-1,triazophos,0.032,0,0,12.9,0,0,1
96,5,r_f5_6,8,μg/L,M-125212-01-1,triazophos,0.032,0,0,12.9,0,0,0.8
0,5,r_f5_7,10,μg/L,M-125212-01-1,triazophos,0.056,0,0,22.6,0,0,1
24,5,r_f5_7,2,μg/L,M-125212-01-1,triazophos,0.056,0,0,22.6,0,0,0.2
48,5,r_f5_7,0,μg/L,M-125212-01-1,triazophos,0.056,0,0,22.6,0,0,0
72,5,r_f5_7,0,μg/L,M-125212-01-1,triazophos,0.056,0,0,22.6,0,0,0
96,5,r_f5_7,0,μg/L,M-125212-01-1,triazophos,0.056,0,0,22.6,0,0,0
0,5,r_f5_4,10,μg/L,M-125212-01-1,triazophos,0.01,0,0,4.04,0,0,1
24,5,r_f5_4,10,μg/L,M-125212-01-1,triazophos,0.01,0,0,4.04,0,0,1
48,5,r_f5_4,10,μg/L,M-125212-01-1,triazophos,0.01,0,0,4.04,0,0,1
72,5,r_f5_4,10,μg/L,M-125212-01-1,triazophos,0.01,0,0,4.04,0,0,1
96,5,r_f5_4,10,μg/L,M-125212-01-1,triazophos,0.01,0,0,4.04,0,0,1
0,5,r_f5_5,10,μg/L,M-125212-01-1,triazophos,0.018,0,0,7.27,0,0,1
24,5,r_f5_5,10,μg/L,M-125212-01-1,triazophos,0.018,0,0,7.27,0,0,1
48,5,r_f5_5,10,μg/L,M-125212-01-1,triazophos,0.018,0,0,7.27,0,0,1
72,5,r_f5_5,10,μg/L,M-125212-01-1,triazophos,0.018,0,0,7.27,0,0,1
96,5,r_f5_5,10,μg/L,M-125212-01-1,triazophos,0.018,0,0,7.27,0,0,1
0,5,r_f5_3,10,μg/L,M-125212-01-1,triazophos,0.0056,0,0,2.26,0,0,1
24,5,r_f5_3,10,μg/L,M-125212-01-1,triazophos,0.0056,0,0,2.26,0,0,1
48,5,r_f5_3,10,μg/L,M-125212-01-1,triazophos,0.0056,0,0,2.26,0,0,1
72,5,r_f5_3,10,μg/L,M-125212-01-1,triazophos,0.0056,0,0,2.26,0,0,1
96,5,r_f5_3,10,μg/L,M-125212-01-1,triazophos,0.0056,0,0,2.26,0,0,1
0,5,r_f5_2,10,μg/L,M-125212-01-1,triazophos,0.0032,0,0,1.29,0,0,1
24,5,r_f5_2,10,μg/L,M-125212-01-1,triazophos,0.0032,0,0,1.29,0,0,1
48,5,r_f5_2,10,μg/L,M-125212-01-1,triazophos,0.0032,0,0,1.29,0,0,1
72,5,r_f5_2,10,μg/L,M-125212-01-1,triazophos,0.0032,0,0,1.29,0,0,1
96,5,r_f5_2,10,μg/L,M-125212-01-1,triazophos,0.0032,0,0,1.29,0,0,1
0,7,r_f7_12,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,1
24,7,r_f7_12,7,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0.7
48,7,r_f7_12,4,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0.4
72,7,r_f7_12,0,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0
96,7,r_f7_12,0,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0
0,7,r_f7_9,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
24,7,r_f7_9,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
48,7,r_f7_9,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
72,7,r_f7_9,5,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,0.5
96,7,r_f7_9,1,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,0.1
0,7,r_f7_8,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,1
24,7,r_f7_8,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,1
48,7,r_f7_8,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,1
72,7,r_f7_8,9,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,0.9
96,7,r_f7_8,8,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,0.8
0,7,r_f7_1,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,0,0,0,0,0,0,1
24,7,r_f7_1,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,0,0,0,0,0,0,1
48,7,r_f7_1,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,0,0,0,0,0,0,1
72,7,r_f7_1,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,0,0,0,0,0,0,1
96,7,r_f7_1,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,0,0,0,0,0,0,1
0,7,r_f7_10,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
24,7,r_f7_10,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
48,7,r_f7_10,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,1
72,7,r_f7_10,6,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,0.6
96,7,r_f7_10,1,μg/L,M-150538-01-1,deltamethrin_tralomethrin,4.42,0,0.265,0,0.265,0,0.1
0,7,r_f7_5,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
24,7,r_f7_5,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
48,7,r_f7_5,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
72,7,r_f7_5,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
96,7,r_f7_5,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
0,7,r_f7_11,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,1
24,7,r_f7_11,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,1
48,7,r_f7_11,7,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0.7
72,7,r_f7_11,3,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0.3
96,7,r_f7_11,1,μg/L,M-150538-01-1,deltamethrin_tralomethrin,7.83,0,0.47,0,0.47,0,0.1
0,7,r_f7_3,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1,0,0.06,0,0.06,0,1
24,7,r_f7_3,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1,0,0.06,0,0.06,0,1
48,7,r_f7_3,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1,0,0.06,0,0.06,0,1
72,7,r_f7_3,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1,0,0.06,0,0.06,0,1
96,7,r_f7_3,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1,0,0.06,0,0.06,0,1
0,7,r_f7_6,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
24,7,r_f7_6,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
48,7,r_f7_6,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
72,7,r_f7_6,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,1
96,7,r_f7_6,9,μg/L,M-150538-01-1,deltamethrin_tralomethrin,1.42,0,0.085,0,0.085,0,0.9
0,7,r_f7_7,10,μg/L,M-150538-01-1,deltamethrin_tralomethrin,2.5,0,0.15,0,0.15,0,1
