time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,spiroxamine,prothioconazole,tebuconazole,trifloxystrobin,bixafen,fluopyram,Psurv
4,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
24,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
48,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
72,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
96,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
0,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
4,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
24,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
48,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
72,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
96,19,r_f19_4,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,10000,0,0,1780,0,0,1790,1
0,19,r_f19_5,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,1
4,19,r_f19_5,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,1
24,19,r_f19_5,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,1
48,19,r_f19_5,8,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,0.8
72,19,r_f19_5,7,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,0.7
96,19,r_f19_5,7,μg/L,M-293228-01-1,fluopyram_tebuconazole,20000,0,0,3560,0,0,3580,0.7
0,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
4,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
24,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
48,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
72,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
96,20,r_f20_1,10,μg/L,M-293311-02-1,bixafen_prothioconazole,0,0,0,0,0,0,0,1
0,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
4,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
24,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
48,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
72,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
96,20,r_f20_3,10,μg/L,M-293311-02-1,bixafen_prothioconazole,625,0,91.8,0,0,48.099999999999994,0,1
0,20,r_f20_5,10,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,1
4,20,r_f20_5,9,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,0.9
24,20,r_f20_5,0,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,0
48,20,r_f20_5,0,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,0
72,20,r_f20_5,0,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,0
96,20,r_f20_5,0,μg/L,M-293311-02-1,bixafen_prothioconazole,2500,0,367,0,0,193,0,0
0,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
4,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
24,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
48,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
72,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
96,20,r_f20_2,10,μg/L,M-293311-02-1,bixafen_prothioconazole,313,0,46,0,0,24.1,0,1
0,20,r_f20_6,10,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,1
4,20,r_f20_6,4,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,0.4
24,20,r_f20_6,0,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,0
48,20,r_f20_6,0,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,0
72,20,r_f20_6,0,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,0
96,20,r_f20_6,0,μg/L,M-293311-02-1,bixafen_prothioconazole,5000,0,735,0,0,385,0,0
0,20,r_f20_4,10,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,1
4,20,r_f20_4,10,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,1
24,20,r_f20_4,10,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,1
48,20,r_f20_4,10,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,1
72,20,r_f20_4,9,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,0.9
96,20,r_f20_4,9,μg/L,M-293311-02-1,bixafen_prothioconazole,1250,0,184,0,0,96.2,0,0.9
0,21,r_f21_6,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,1
4,21,r_f21_6,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,1
24,21,r_f21_6,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,0
48,21,r_f21_6,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,0
72,21,r_f21_6,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,0
96,21,r_f21_6,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,5000,1280,497,0,0,248,0,0
0,21,r_f21_4,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,1
4,21,r_f21_4,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,1
24,21,r_f21_4,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,1
48,21,r_f21_4,9,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,0.9
72,21,r_f21_4,9,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,0.9
96,21,r_f21_4,9,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,1250,321,124,0,0,62.1,0,0.9
0,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
4,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
24,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
48,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
72,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
96,21,r_f21_2,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,313,80,31,0,0,15.5,0,1
0,21,r_f21_5,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,1
4,21,r_f21_5,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,1
24,21,r_f21_5,2,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,0.2
48,21,r_f21_5,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,0
72,21,r_f21_5,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,0
96,21,r_f21_5,0,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,2500,642,248,0,0,124,0,0
0,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
4,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
24,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
48,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
72,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
96,21,r_f21_3,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,625,160,62,0,0,31,0,1
0,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
4,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
24,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
48,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
72,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
96,21,r_f21_1,10,μg/L,M-293528-01-1,bixafen_prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
0,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
4,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
24,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
48,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
72,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
96,22,r_f22_3,10,μg/L,M-296421-01-2,bixafen_tebuconazole,625,0,0,105,0,31.9,0,1
0,22,r_f22_4,10,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,1
4,22,r_f22_4,10,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,1
24,22,r_f22_4,10,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,1
48,22,r_f22_4,9,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,0.9
72,22,r_f22_4,9,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,0.9
96,22,r_f22_4,9,μg/L,M-296421-01-2,bixafen_tebuconazole,1250,0,0,210,0,63.8,0,0.9
0,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
4,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
24,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
48,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
72,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
96,22,r_f22_2,10,μg/L,M-296421-01-2,bixafen_tebuconazole,313,0,0,53,0,16,0,1
0,22,r_f22_5,10,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,1
4,22,r_f22_5,10,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,1
24,22,r_f22_5,0,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,0
48,22,r_f22_5,0,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,0
72,22,r_f22_5,0,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,0
96,22,r_f22_5,0,μg/L,M-296421-01-2,bixafen_tebuconazole,2500,0,0,420,0,128,0,0
0,22,r_f22_6,10,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,1
4,22,r_f22_6,10,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,1
24,22,r_f22_6,0,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,0
48,22,r_f22_6,0,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,0
72,22,r_f22_6,0,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,0
96,22,r_f22_6,0,μg/L,M-296421-01-2,bixafen_tebuconazole,5000,0,0,840,0,255,0,0
0,22,r_f22_1,10,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,1
4,22,r_f22_1,10,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,1
24,22,r_f22_1,10,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,1
48,22,r_f22_1,9,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,0.9
72,22,r_f22_1,9,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,0.9
96,22,r_f22_1,9,μg/L,M-296421-01-2,bixafen_tebuconazole,0,0,0,0,0,0,0,0.9
0,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
4,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
24,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
48,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
72,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
96,23,r_f23_3,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,75,0,11.7,0,10.4,0,0,1
0,23,r_f23_5,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,1
4,23,r_f23_5,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,1
24,23,r_f23_5,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,0
48,23,r_f23_5,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,0
72,23,r_f23_5,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,0
96,23,r_f23_5,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,300,0,46.8,0,41.4,0,0,0
0,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
4,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
24,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
48,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
72,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
96,23,r_f23_4,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,150,0,23.4,0,20.7,0,0,1
0,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
4,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
24,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
48,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
72,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
96,23,r_f23_1,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,0,0,0,0,0,0,0,1
0,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
4,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
24,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
48,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
72,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
96,23,r_f23_2,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,37.5,0,5.8500000000000005,0,5.17,0,0,1
0,23,r_f23_6,10,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,1
4,23,r_f23_6,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,0
24,23,r_f23_6,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,0
48,23,r_f23_6,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,0
72,23,r_f23_6,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,0
96,23,r_f23_6,0,μg/L,M-416015-01-1,prothioconazole_trifloxystrobin,600,0,93.6,0,82.8,0,0,0
0,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
4,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
24,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
48,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
72,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
96,24,r_f24_5,10,μg/L,M-452511-01-1,prothioconazole,4000,0,1040,0,0,0,0,1
0,24,r_f24_6,10,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,1
4,24,r_f24_6,10,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,1
24,24,r_f24_6,2,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,0.2
48,24,r_f24_6,0,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,0
72,24,r_f24_6,0,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,0
96,24,r_f24_6,0,μg/L,M-452511-01-1,prothioconazole,8000,0,2090,0,0,0,0,0
0,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
4,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
24,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
48,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
72,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
96,24,r_f24_1,10,μg/L,M-452511-01-1,prothioconazole,0,0,0,0,0,0,0,1
0,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
4,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
24,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
48,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
72,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
96,24,r_f24_2,10,μg/L,M-452511-01-1,prothioconazole,500,0,131,0,0,0,0,1
0,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
4,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
24,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
48,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
72,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
96,24,r_f24_3,10,μg/L,M-452511-01-1,prothioconazole,1000,0,261,0,0,0,0,1
0,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
4,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
24,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
48,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
72,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
96,24,r_f24_4,10,μg/L,M-452511-01-1,prothioconazole,2000,0,522,0,0,0,0,1
0,25,r_f25_1,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,0,0,0,0,0,0,0,1
24,25,r_f25_1,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,0,0,0,0,0,0,0,1
48,25,r_f25_1,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,0,0,0,0,0,0,0,1
72,25,r_f25_1,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,0,0,0,0,0,0,0,1
96,25,r_f25_1,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,0,0,0,0,0,0,0,1
0,25,r_f25_2,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,117,0,0,0,25,0,25,1
24,25,r_f25_2,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,117,0,0,0,25,0,25,1
48,25,r_f25_2,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,117,0,0,0,25,0,25,1
72,25,r_f25_2,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,117,0,0,0,25,0,25,1
96,25,r_f25_2,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,117,0,0,0,25,0,25,1
0,25,r_f25_3,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,187,0,0,0,40,0,40,1
24,25,r_f25_3,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,187,0,0,0,40,0,40,1
48,25,r_f25_3,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,187,0,0,0,40,0,40,1
72,25,r_f25_3,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,187,0,0,0,40,0,40,1
96,25,r_f25_3,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,187,0,0,0,40,0,40,1
0,25,r_f25_4,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,305,0,0,0,65,0,65,1
24,25,r_f25_4,3,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,305,0,0,0,65,0,65,0.3
48,25,r_f25_4,3,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,305,0,0,0,65,0,65,0.3
72,25,r_f25_4,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,305,0,0,0,65,0,65,0
96,25,r_f25_4,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,305,0,0,0,65,0,65,0
0,25,r_f25_5,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,469,0,0,0,100,0,100,1
24,25,r_f25_5,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,469,0,0,0,100,0,100,0
48,25,r_f25_5,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,469,0,0,0,100,0,100,0
72,25,r_f25_5,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,469,0,0,0,100,0,100,0
96,25,r_f25_5,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,469,0,0,0,100,0,100,0
0,25,r_f25_6,10,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,774,0,0,0,165,0,165,1
24,25,r_f25_6,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,774,0,0,0,165,0,165,0
48,25,r_f25_6,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,774,0,0,0,165,0,165,0
72,25,r_f25_6,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,774,0,0,0,165,0,165,0
96,25,r_f25_6,0,μg/L,M-458778-01-1,fluopyram_trifloxystrobin,774,0,0,0,165,0,165,0
0,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
4,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
24,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
48,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
72,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
96,26,r_f26_1,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,0,0,0,0,0,0,0,1
0,26,r_f26_4,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,1.25,0,158.75,0,0,81.1,79.4,1
4,26,r_f26_4,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,1.25,0,158.75,0,0,81.1,79.4,1
24,26,r_f26_4,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,1.25,0,158.75,0,0,81.1,79.4,1
48,26,r_f26_4,10,μg/L,M-475973-01-2,bixafen_fluopyram_prothioconazole,1.25,0,158.75,0,0,81.1,79.4,1
